instance_id,family,system_id,annotation_origin,mapped_from_canonical,semantic_faithfulness,code_consistency,vacuity_rate,proof_utility,failure_mode_label,covered_units,missing_units,instance_path,packet_path,raw_metrics_path
arrays_binary_search_001,arrays_binary_search,code_only_v1,direct_adjudicated,False,1.0,1.0,0.0,0.315,,,,benchmark/v0.3/instances/arrays/arrays_binary_search_001/instance.json,benchmark/v0.3/annotation/review_packets/code_only_v1/arrays_binary_search_001/packet.json,results/raw_metrics_strict.json
arrays_binary_search_001,arrays_binary_search,naive_concat_v1,direct_adjudicated,False,0.875,1.0,0.1667,0.2973,,,,benchmark/v0.3/instances/arrays/arrays_binary_search_001/instance.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/arrays_binary_search_001/packet.json,results/raw_metrics_strict.json
arrays_binary_search_001,arrays_binary_search,full_method_v1,direct_adjudicated,False,0.25,0.5,0.0,0.2087,low_faithfulness,,,benchmark/v0.3/instances/arrays/arrays_binary_search_001/instance.json,benchmark/v0.3/annotation/review_packets/full_method_v1/arrays_binary_search_001/packet.json,results/raw_metrics_strict.json
arrays_binary_search_002,arrays_binary_search,text_only_v1,direct_adjudicated,False,0.8571,1.0,0.2857,0.2947,,,,benchmark/v0.3/instances/arrays/arrays_binary_search_002/instance.json,benchmark/v0.3/annotation/review_packets/text_only_v1/arrays_binary_search_002/packet.json,results/raw_metrics_strict.json
arrays_binary_search_002,arrays_binary_search,code_only_v1,direct_adjudicated,False,1.0,1.0,0.0,0.315,,,,benchmark/v0.3/instances/arrays/arrays_binary_search_002/instance.json,benchmark/v0.3/annotation/review_packets/code_only_v1/arrays_binary_search_002/packet.json,results/raw_metrics_strict.json
arrays_binary_search_002,arrays_binary_search,naive_concat_v1,direct_adjudicated,False,1.0,1.0,0.0,0.315,,,,benchmark/v0.3/instances/arrays/arrays_binary_search_002/instance.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/arrays_binary_search_002/packet.json,results/raw_metrics_strict.json
arrays_binary_search_002,arrays_binary_search,full_method_v1,direct_adjudicated,False,0.875,1.0,0.0,0.2973,,,,benchmark/v0.3/instances/arrays/arrays_binary_search_002/instance.json,benchmark/v0.3/annotation/review_packets/full_method_v1/arrays_binary_search_002/packet.json,results/raw_metrics_strict.json
arrays_binary_search_004,arrays_binary_search,text_only_v1,direct_adjudicated,False,0.8571,1.0,0.2857,0.2947,,SU1|SU2|SU3,,benchmark/v0.3/instances/arrays/arrays_binary_search_004/instance.json,benchmark/v0.3/annotation/review_packets/text_only_v1/arrays_binary_search_002/packet.json,results/raw_metrics_strict.json
arrays_binary_search_004,arrays_binary_search,code_only_v1,direct_adjudicated,False,1.0,1.0,0.0,0.315,,SU1|SU2|SU3,,benchmark/v0.3/instances/arrays/arrays_binary_search_004/instance.json,benchmark/v0.3/annotation/review_packets/code_only_v1/arrays_binary_search_001/packet.json,results/raw_metrics_strict.json
arrays_binary_search_004,arrays_binary_search,naive_concat_v1,direct_adjudicated,False,0.875,1.0,0.1667,0.2973,,SU1|SU2|SU3,,benchmark/v0.3/instances/arrays/arrays_binary_search_004/instance.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/arrays_binary_search_001/packet.json,results/raw_metrics_strict.json
arrays_binary_search_004,arrays_binary_search,full_method_v1,direct_adjudicated,False,0.25,0.5,0.0,0.2087,low_faithfulness,,SU1|SU2|SU3,benchmark/v0.3/instances/arrays/arrays_binary_search_004/instance.json,benchmark/v0.3/annotation/review_packets/full_method_v1/arrays_binary_search_001/packet.json,results/raw_metrics_strict.json
arrays_binary_search_005,arrays_binary_search,text_only_v1,direct_adjudicated,False,0.8571,1.0,0.2857,0.2947,,SU1|SU2|SU3,,benchmark/v0.3/instances/arrays/arrays_binary_search_005/instance.json,benchmark/v0.3/annotation/review_packets/text_only_v1/arrays_binary_search_002/packet.json,results/raw_metrics_strict.json
arrays_binary_search_005,arrays_binary_search,full_method_v1,direct_adjudicated,False,0.875,1.0,0.0,0.2973,,SU1|SU2|SU3,,benchmark/v0.3/instances/arrays/arrays_binary_search_005/instance.json,benchmark/v0.3/annotation/review_packets/full_method_v1/arrays_binary_search_002/packet.json,results/raw_metrics_strict.json
arrays_binary_search_006,arrays_binary_search,text_only_v1,direct_adjudicated,False,0.8571,1.0,0.2857,0.2947,,SU1|SU2|SU3,,benchmark/v0.3/instances/arrays/arrays_binary_search_006/instance.json,benchmark/v0.3/annotation/review_packets/text_only_v1/arrays_binary_search_002/packet.json,results/raw_metrics_strict.json
arrays_binary_search_006,arrays_binary_search,naive_concat_v1,direct_adjudicated,False,0.875,1.0,0.1667,0.2973,,SU1|SU2|SU3,,benchmark/v0.3/instances/arrays/arrays_binary_search_006/instance.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/arrays_binary_search_001/packet.json,results/raw_metrics_strict.json
arrays_binary_search_006,arrays_binary_search,full_method_v1,direct_adjudicated,False,0.25,0.5,0.0,0.2087,low_faithfulness,,SU1|SU2|SU3,benchmark/v0.3/instances/arrays/arrays_binary_search_006/instance.json,benchmark/v0.3/annotation/review_packets/full_method_v1/arrays_binary_search_001/packet.json,results/raw_metrics_strict.json
arrays_binary_search_007,arrays_binary_search,text_only_v1,direct_adjudicated,False,0.8571,1.0,0.2857,0.2947,,SU1|SU2|SU3,,benchmark/v0.3/instances/arrays/arrays_binary_search_007/instance.json,benchmark/v0.3/annotation/review_packets/text_only_v1/arrays_binary_search_002/packet.json,results/raw_metrics_strict.json
arrays_binary_search_007,arrays_binary_search,full_method_v1,direct_adjudicated,False,0.875,1.0,0.0,0.2973,,SU1|SU2|SU3,,benchmark/v0.3/instances/arrays/arrays_binary_search_007/instance.json,benchmark/v0.3/annotation/review_packets/full_method_v1/arrays_binary_search_002/packet.json,results/raw_metrics_strict.json
arrays_max_subarray_001,arrays_max_subarray,text_only_v1,direct_adjudicated,False,0.6429,1.0,0.1429,0.2644,,,,benchmark/v0.3/instances/arrays/arrays_max_subarray_001/instance.json,benchmark/v0.3/annotation/review_packets/text_only_v1/arrays_max_subarray_001/packet.json,results/raw_metrics_strict.json
arrays_max_subarray_001,arrays_max_subarray,code_only_v1,direct_adjudicated,False,1.0,1.0,0.0,0.315,,,,benchmark/v0.3/instances/arrays/arrays_max_subarray_001/instance.json,benchmark/v0.3/annotation/review_packets/code_only_v1/arrays_max_subarray_001/packet.json,results/raw_metrics_strict.json
arrays_max_subarray_001,arrays_max_subarray,naive_concat_v1,direct_adjudicated,False,0.7727,1.0,0.0909,0.2828,,,,benchmark/v0.3/instances/arrays/arrays_max_subarray_001/instance.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/arrays_max_subarray_001/packet.json,results/raw_metrics_strict.json
arrays_max_subarray_001,arrays_max_subarray,full_method_v1,direct_adjudicated,False,0.9,1.0,0.0,0.3008,,,,benchmark/v0.3/instances/arrays/arrays_max_subarray_001/instance.json,benchmark/v0.3/annotation/review_packets/full_method_v1/arrays_max_subarray_001/packet.json,results/raw_metrics_strict.json
arrays_max_subarray_002,arrays_max_subarray,text_only_v1,direct_adjudicated,False,1.0,1.0,0.0,0.315,,,,benchmark/v0.3/instances/arrays/arrays_max_subarray_002/instance.json,benchmark/v0.3/annotation/review_packets/text_only_v1/arrays_max_subarray_002/packet.json,results/raw_metrics_strict.json
arrays_max_subarray_002,arrays_max_subarray,code_only_v1,direct_adjudicated,False,1.0,1.0,0.0,0.315,,,,benchmark/v0.3/instances/arrays/arrays_max_subarray_002/instance.json,benchmark/v0.3/annotation/review_packets/code_only_v1/arrays_max_subarray_002/packet.json,results/raw_metrics_strict.json
arrays_max_subarray_002,arrays_max_subarray,naive_concat_v1,direct_adjudicated,False,0.5455,1.0,0.0909,0.2506,,,,benchmark/v0.3/instances/arrays/arrays_max_subarray_002/instance.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/arrays_max_subarray_002/packet.json,results/raw_metrics_strict.json
arrays_max_subarray_002,arrays_max_subarray,full_method_v1,direct_adjudicated,False,0.9,1.0,0.0,0.3008,,,,benchmark/v0.3/instances/arrays/arrays_max_subarray_002/instance.json,benchmark/v0.3/annotation/review_packets/full_method_v1/arrays_max_subarray_002/packet.json,results/raw_metrics_strict.json
arrays_max_subarray_004,arrays_max_subarray,text_only_v1,direct_adjudicated,False,0.6429,1.0,0.1429,0.2644,,SU3,SU1|SU2,benchmark/v0.3/instances/arrays/arrays_max_subarray_004/instance.json,benchmark/v0.3/annotation/review_packets/text_only_v1/arrays_max_subarray_001/packet.json,results/raw_metrics_strict.json
arrays_max_subarray_004,arrays_max_subarray,naive_concat_v1,direct_adjudicated,False,0.7727,1.0,0.0909,0.2828,,SU3,SU1|SU2,benchmark/v0.3/instances/arrays/arrays_max_subarray_004/instance.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/arrays_max_subarray_001/packet.json,results/raw_metrics_strict.json
arrays_max_subarray_004,arrays_max_subarray,full_method_v1,direct_adjudicated,False,0.9,1.0,0.0,0.3008,,SU1|SU2|SU3,,benchmark/v0.3/instances/arrays/arrays_max_subarray_004/instance.json,benchmark/v0.3/annotation/review_packets/full_method_v1/arrays_max_subarray_001/packet.json,results/raw_metrics_strict.json
arrays_max_subarray_005,arrays_max_subarray,text_only_v1,direct_adjudicated,False,1.0,1.0,0.0,0.315,,SU3,SU1|SU2,benchmark/v0.3/instances/arrays/arrays_max_subarray_005/instance.json,benchmark/v0.3/annotation/review_packets/text_only_v1/arrays_max_subarray_002/packet.json,results/raw_metrics_strict.json
arrays_max_subarray_005,arrays_max_subarray,naive_concat_v1,direct_adjudicated,False,0.5455,1.0,0.0909,0.2506,,SU2,SU1|SU3,benchmark/v0.3/instances/arrays/arrays_max_subarray_005/instance.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/arrays_max_subarray_002/packet.json,results/raw_metrics_strict.json
arrays_max_subarray_005,arrays_max_subarray,full_method_v1,direct_adjudicated,False,0.9,1.0,0.0,0.3008,,SU1|SU2|SU3,,benchmark/v0.3/instances/arrays/arrays_max_subarray_005/instance.json,benchmark/v0.3/annotation/review_packets/full_method_v1/arrays_max_subarray_002/packet.json,results/raw_metrics_strict.json
arrays_max_subarray_006,arrays_max_subarray,text_only_v1,direct_adjudicated,False,0.6429,1.0,0.1429,0.2644,,SU3,SU1|SU2,benchmark/v0.3/instances/arrays/arrays_max_subarray_006/instance.json,benchmark/v0.3/annotation/review_packets/text_only_v1/arrays_max_subarray_001/packet.json,results/raw_metrics_strict.json
arrays_max_subarray_006,arrays_max_subarray,naive_concat_v1,direct_adjudicated,False,0.7727,1.0,0.0909,0.2828,,SU3,SU1|SU2,benchmark/v0.3/instances/arrays/arrays_max_subarray_006/instance.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/arrays_max_subarray_001/packet.json,results/raw_metrics_strict.json
arrays_max_subarray_006,arrays_max_subarray,full_method_v1,direct_adjudicated,False,0.9,1.0,0.0,0.3008,,SU1|SU2|SU3,,benchmark/v0.3/instances/arrays/arrays_max_subarray_006/instance.json,benchmark/v0.3/annotation/review_packets/full_method_v1/arrays_max_subarray_001/packet.json,results/raw_metrics_strict.json
arrays_max_subarray_007,arrays_max_subarray,text_only_v1,direct_adjudicated,False,1.0,1.0,0.0,0.315,,SU3,SU1|SU2,benchmark/v0.3/instances/arrays/arrays_max_subarray_007/instance.json,benchmark/v0.3/annotation/review_packets/text_only_v1/arrays_max_subarray_002/packet.json,results/raw_metrics_strict.json
arrays_max_subarray_007,arrays_max_subarray,naive_concat_v1,direct_adjudicated,False,0.5455,1.0,0.0909,0.2506,,SU2,SU1|SU3,benchmark/v0.3/instances/arrays/arrays_max_subarray_007/instance.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/arrays_max_subarray_002/packet.json,results/raw_metrics_strict.json
dp_knapsack_01_001,dp_knapsack_01,text_only_v1,direct_adjudicated,False,0.8333,1.0,0.0,0.7076,,,,benchmark/v0.3/instances/dp/dp_knapsack_01_001/instance.json,benchmark/v0.3/annotation/review_packets/text_only_v1/dp_knapsack_01_001/packet.json,results/raw_metrics_strict.json
dp_knapsack_01_001,dp_knapsack_01,code_only_v1,direct_adjudicated,False,0.8333,1.0,0.0,0.7076,,,,benchmark/v0.3/instances/dp/dp_knapsack_01_001/instance.json,benchmark/v0.3/annotation/review_packets/code_only_v1/dp_knapsack_01_001/packet.json,results/raw_metrics_strict.json
dp_knapsack_01_001,dp_knapsack_01,naive_concat_v1,direct_adjudicated,False,0.8333,1.0,0.0,0.7076,,,,benchmark/v0.3/instances/dp/dp_knapsack_01_001/instance.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/dp_knapsack_01_001/packet.json,results/raw_metrics_strict.json
dp_knapsack_01_001,dp_knapsack_01,full_method_v1,direct_adjudicated,False,0.8333,1.0,0.0,0.7076,,,,benchmark/v0.3/instances/dp/dp_knapsack_01_001/instance.json,benchmark/v0.3/annotation/review_packets/full_method_v1/dp_knapsack_01_001/packet.json,results/raw_metrics_strict.json
dp_knapsack_01_002,dp_knapsack_01,text_only_v1,direct_adjudicated,False,0.8333,1.0,0.0,0.7076,,,,benchmark/v0.3/instances/dp/dp_knapsack_01_002/instance.json,benchmark/v0.3/annotation/review_packets/text_only_v1/dp_knapsack_01_002/packet.json,results/raw_metrics_strict.json
dp_knapsack_01_002,dp_knapsack_01,code_only_v1,direct_adjudicated,False,0.8333,1.0,0.0,0.7076,,,,benchmark/v0.3/instances/dp/dp_knapsack_01_002/instance.json,benchmark/v0.3/annotation/review_packets/code_only_v1/dp_knapsack_01_002/packet.json,results/raw_metrics_strict.json
dp_knapsack_01_002,dp_knapsack_01,naive_concat_v1,direct_adjudicated,False,0.8333,1.0,0.0,0.7076,,,,benchmark/v0.3/instances/dp/dp_knapsack_01_002/instance.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/dp_knapsack_01_002/packet.json,results/raw_metrics_strict.json
dp_knapsack_01_002,dp_knapsack_01,full_method_v1,direct_adjudicated,False,0.8333,1.0,0.0,0.7076,,,,benchmark/v0.3/instances/dp/dp_knapsack_01_002/instance.json,benchmark/v0.3/annotation/review_packets/full_method_v1/dp_knapsack_01_002/packet.json,results/raw_metrics_strict.json
dp_knapsack_01_004,dp_knapsack_01,text_only_v1,direct_adjudicated,False,0.8333,1.0,0.0,0.7076,,SU1|SU2|SU3|SU4,,benchmark/v0.3/instances/dp/dp_knapsack_01_004/instance.json,benchmark/v0.3/annotation/review_packets/text_only_v1/dp_knapsack_01_001/packet.json,results/raw_metrics_strict.json
dp_knapsack_01_004,dp_knapsack_01,code_only_v1,direct_adjudicated,False,0.8333,1.0,0.0,0.7076,,SU1|SU2|SU3|SU4,,benchmark/v0.3/instances/dp/dp_knapsack_01_004/instance.json,benchmark/v0.3/annotation/review_packets/code_only_v1/dp_knapsack_01_001/packet.json,results/raw_metrics_strict.json
dp_knapsack_01_004,dp_knapsack_01,naive_concat_v1,direct_adjudicated,False,0.8333,1.0,0.0,0.7076,,SU1|SU2|SU3|SU4,,benchmark/v0.3/instances/dp/dp_knapsack_01_004/instance.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/dp_knapsack_01_001/packet.json,results/raw_metrics_strict.json
dp_knapsack_01_004,dp_knapsack_01,full_method_v1,direct_adjudicated,False,0.8333,1.0,0.0,0.7076,,SU1|SU2|SU3|SU4,,benchmark/v0.3/instances/dp/dp_knapsack_01_004/instance.json,benchmark/v0.3/annotation/review_packets/full_method_v1/dp_knapsack_01_001/packet.json,results/raw_metrics_strict.json
dp_knapsack_01_005,dp_knapsack_01,text_only_v1,direct_adjudicated,False,0.8333,1.0,0.0,0.7076,,SU1|SU2|SU3|SU4,,benchmark/v0.3/instances/dp/dp_knapsack_01_005/instance.json,benchmark/v0.3/annotation/review_packets/text_only_v1/dp_knapsack_01_002/packet.json,results/raw_metrics_strict.json
dp_knapsack_01_005,dp_knapsack_01,code_only_v1,direct_adjudicated,False,0.8333,1.0,0.0,0.7076,,SU1|SU2|SU3|SU4,,benchmark/v0.3/instances/dp/dp_knapsack_01_005/instance.json,benchmark/v0.3/annotation/review_packets/code_only_v1/dp_knapsack_01_002/packet.json,results/raw_metrics_strict.json
dp_knapsack_01_005,dp_knapsack_01,naive_concat_v1,direct_adjudicated,False,0.8333,1.0,0.0,0.7076,,SU1|SU2|SU3|SU4,,benchmark/v0.3/instances/dp/dp_knapsack_01_005/instance.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/dp_knapsack_01_002/packet.json,results/raw_metrics_strict.json
dp_knapsack_01_005,dp_knapsack_01,full_method_v1,direct_adjudicated,False,0.8333,1.0,0.0,0.7076,,SU1|SU2|SU3|SU4,,benchmark/v0.3/instances/dp/dp_knapsack_01_005/instance.json,benchmark/v0.3/annotation/review_packets/full_method_v1/dp_knapsack_01_002/packet.json,results/raw_metrics_strict.json
dp_knapsack_01_006,dp_knapsack_01,text_only_v1,direct_adjudicated,False,0.8333,1.0,0.0,0.7076,,SU1|SU2|SU3|SU4,,benchmark/v0.3/instances/dp/dp_knapsack_01_006/instance.json,benchmark/v0.3/annotation/review_packets/text_only_v1/dp_knapsack_01_001/packet.json,results/raw_metrics_strict.json
dp_knapsack_01_006,dp_knapsack_01,code_only_v1,direct_adjudicated,False,0.8333,1.0,0.0,0.7076,,SU1|SU2|SU3|SU4,,benchmark/v0.3/instances/dp/dp_knapsack_01_006/instance.json,benchmark/v0.3/annotation/review_packets/code_only_v1/dp_knapsack_01_001/packet.json,results/raw_metrics_strict.json
dp_knapsack_01_006,dp_knapsack_01,naive_concat_v1,direct_adjudicated,False,0.8333,1.0,0.0,0.7076,,SU1|SU2|SU3|SU4,,benchmark/v0.3/instances/dp/dp_knapsack_01_006/instance.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/dp_knapsack_01_001/packet.json,results/raw_metrics_strict.json
dp_longest_common_subsequence_001,dp_longest_common_subsequence,text_only_v1,direct_adjudicated,False,0.5556,1.0,0.0,0.252,,,,benchmark/v0.3/instances/dp/dp_longest_common_subsequence_001/instance.json,benchmark/v0.3/annotation/review_packets/text_only_v1/dp_longest_common_subsequence_001/packet.json,results/raw_metrics_strict.json
dp_longest_common_subsequence_001,dp_longest_common_subsequence,code_only_v1,direct_adjudicated,False,0.75,1.0,0.0,0.2796,,,,benchmark/v0.3/instances/dp/dp_longest_common_subsequence_001/instance.json,benchmark/v0.3/annotation/review_packets/code_only_v1/dp_longest_common_subsequence_001/packet.json,results/raw_metrics_strict.json
dp_longest_common_subsequence_001,dp_longest_common_subsequence,naive_concat_v1,direct_adjudicated,False,0.5909,1.0,0.0,0.257,,,,benchmark/v0.3/instances/dp/dp_longest_common_subsequence_001/instance.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/dp_longest_common_subsequence_001/packet.json,results/raw_metrics_strict.json
dp_longest_common_subsequence_001,dp_longest_common_subsequence,full_method_v1,direct_adjudicated,False,0.2,0.5,0.2,0.2016,low_faithfulness,,,benchmark/v0.3/instances/dp/dp_longest_common_subsequence_001/instance.json,benchmark/v0.3/annotation/review_packets/full_method_v1/dp_longest_common_subsequence_001/packet.json,results/raw_metrics_strict.json
dp_longest_common_subsequence_002,dp_longest_common_subsequence,text_only_v1,direct_adjudicated,False,0.5625,1.0,0.0,0.253,,,,benchmark/v0.3/instances/dp/dp_longest_common_subsequence_002/instance.json,benchmark/v0.3/annotation/review_packets/text_only_v1/dp_longest_common_subsequence_002/packet.json,results/raw_metrics_strict.json
dp_longest_common_subsequence_002,dp_longest_common_subsequence,code_only_v1,direct_adjudicated,False,1.0,1.0,0.0,0.315,,,,benchmark/v0.3/instances/dp/dp_longest_common_subsequence_002/instance.json,benchmark/v0.3/annotation/review_packets/code_only_v1/dp_longest_common_subsequence_002/packet.json,results/raw_metrics_strict.json
dp_longest_common_subsequence_002,dp_longest_common_subsequence,naive_concat_v1,direct_adjudicated,False,0.55,1.0,0.0,0.2512,,,,benchmark/v0.3/instances/dp/dp_longest_common_subsequence_002/instance.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/dp_longest_common_subsequence_002/packet.json,results/raw_metrics_strict.json
dp_longest_common_subsequence_002,dp_longest_common_subsequence,full_method_v1,direct_adjudicated,False,0.3125,0.7143,0.125,0.2175,low_faithfulness,,,benchmark/v0.3/instances/dp/dp_longest_common_subsequence_002/instance.json,benchmark/v0.3/annotation/review_packets/full_method_v1/dp_longest_common_subsequence_002/packet.json,results/raw_metrics_strict.json
dp_longest_common_subsequence_004,dp_longest_common_subsequence,text_only_v1,direct_adjudicated,False,0.5556,1.0,0.0,0.252,,SU3,SU2|SU4,benchmark/v0.3/instances/dp/dp_longest_common_subsequence_004/instance.json,benchmark/v0.3/annotation/review_packets/text_only_v1/dp_longest_common_subsequence_001/packet.json,results/raw_metrics_strict.json
dp_longest_common_subsequence_004,dp_longest_common_subsequence,code_only_v1,direct_adjudicated,False,0.75,1.0,0.0,0.2796,,SU2|SU3|SU4,,benchmark/v0.3/instances/dp/dp_longest_common_subsequence_004/instance.json,benchmark/v0.3/annotation/review_packets/code_only_v1/dp_longest_common_subsequence_001/packet.json,results/raw_metrics_strict.json
dp_longest_common_subsequence_004,dp_longest_common_subsequence,naive_concat_v1,direct_adjudicated,False,0.5909,1.0,0.0,0.257,,SU2|SU4,SU3,benchmark/v0.3/instances/dp/dp_longest_common_subsequence_004/instance.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/dp_longest_common_subsequence_001/packet.json,results/raw_metrics_strict.json
dp_longest_common_subsequence_004,dp_longest_common_subsequence,full_method_v1,direct_adjudicated,False,0.2,0.5,0.2,0.2016,low_faithfulness,,SU2|SU3|SU4,benchmark/v0.3/instances/dp/dp_longest_common_subsequence_004/instance.json,benchmark/v0.3/annotation/review_packets/full_method_v1/dp_longest_common_subsequence_001/packet.json,results/raw_metrics_strict.json
dp_longest_common_subsequence_005,dp_longest_common_subsequence,text_only_v1,direct_adjudicated,False,0.5625,1.0,0.0,0.253,,SU3,SU2|SU4,benchmark/v0.3/instances/dp/dp_longest_common_subsequence_005/instance.json,benchmark/v0.3/annotation/review_packets/text_only_v1/dp_longest_common_subsequence_002/packet.json,results/raw_metrics_strict.json
