instance_id,family,system_id,annotation_origin,mapped_from_canonical,semantic_faithfulness,code_consistency,vacuity_rate,proof_utility,failure_mode_label,covered_units,missing_units,instance_path,packet_path,raw_metrics_path
dp_longest_common_subsequence_005,dp_longest_common_subsequence,naive_concat_v1,direct_adjudicated,False,0.55,1.0,0.0,0.2512,,SU4,SU2|SU3,benchmark/v0.3/instances/dp/dp_longest_common_subsequence_005/instance.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/dp_longest_common_subsequence_002/packet.json,results/raw_metrics_strict.json
dp_longest_common_subsequence_006,dp_longest_common_subsequence,text_only_v1,direct_adjudicated,False,0.5556,1.0,0.0,0.252,,SU3,SU2|SU4,benchmark/v0.3/instances/dp/dp_longest_common_subsequence_006/instance.json,benchmark/v0.3/annotation/review_packets/text_only_v1/dp_longest_common_subsequence_001/packet.json,results/raw_metrics_strict.json
dp_longest_common_subsequence_006,dp_longest_common_subsequence,code_only_v1,direct_adjudicated,False,0.75,1.0,0.0,0.2796,,SU2|SU3|SU4,,benchmark/v0.3/instances/dp/dp_longest_common_subsequence_006/instance.json,benchmark/v0.3/annotation/review_packets/code_only_v1/dp_longest_common_subsequence_001/packet.json,results/raw_metrics_strict.json
dp_longest_common_subsequence_006,dp_longest_common_subsequence,naive_concat_v1,direct_adjudicated,False,0.5909,1.0,0.0,0.257,,SU2|SU4,SU3,benchmark/v0.3/instances/dp/dp_longest_common_subsequence_006/instance.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/dp_longest_common_subsequence_001/packet.json,results/raw_metrics_strict.json
dp_longest_common_subsequence_007,dp_longest_common_subsequence,text_only_v1,direct_adjudicated,False,0.5625,1.0,0.0,0.253,,SU3,SU2|SU4,benchmark/v0.3/instances/dp/dp_longest_common_subsequence_007/instance.json,benchmark/v0.3/annotation/review_packets/text_only_v1/dp_longest_common_subsequence_002/packet.json,results/raw_metrics_strict.json
dp_longest_common_subsequence_007,dp_longest_common_subsequence,naive_concat_v1,direct_adjudicated,False,0.55,1.0,0.0,0.2512,,SU4,SU2|SU3,benchmark/v0.3/instances/dp/dp_longest_common_subsequence_007/instance.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/dp_longest_common_subsequence_002/packet.json,results/raw_metrics_strict.json
graph_bfs_shortest_path_001,graph_bfs_shortest_path,text_only_v1,direct_adjudicated,False,0.5714,1.0,0.0,0.2542,,,,benchmark/v0.3/instances/graph/graph_bfs_shortest_path_001/instance.json,benchmark/v0.3/annotation/review_packets/text_only_v1/graph_bfs_shortest_path_001/packet.json,results/raw_metrics_strict.json
graph_bfs_shortest_path_001,graph_bfs_shortest_path,code_only_v1,direct_adjudicated,False,1.0,1.0,0.0,0.315,,,,benchmark/v0.3/instances/graph/graph_bfs_shortest_path_001/instance.json,benchmark/v0.3/annotation/review_packets/code_only_v1/graph_bfs_shortest_path_001/packet.json,results/raw_metrics_strict.json
graph_bfs_shortest_path_001,graph_bfs_shortest_path,naive_concat_v1,direct_adjudicated,False,1.0,1.0,0.0,0.315,,,,benchmark/v0.3/instances/graph/graph_bfs_shortest_path_001/instance.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/graph_bfs_shortest_path_001/packet.json,results/raw_metrics_strict.json
graph_bfs_shortest_path_001,graph_bfs_shortest_path,full_method_v1,direct_adjudicated,False,1.0,1.0,0.0,0.315,,,,benchmark/v0.3/instances/graph/graph_bfs_shortest_path_001/instance.json,benchmark/v0.3/annotation/review_packets/full_method_v1/graph_bfs_shortest_path_001/packet.json,results/raw_metrics_strict.json
graph_bfs_shortest_path_002,graph_bfs_shortest_path,text_only_v1,direct_adjudicated,False,0.6667,1.0,0.0,0.2677,,,,benchmark/v0.3/instances/graph/graph_bfs_shortest_path_002/instance.json,benchmark/v0.3/annotation/review_packets/text_only_v1/graph_bfs_shortest_path_002/packet.json,results/raw_metrics_strict.json
graph_bfs_shortest_path_002,graph_bfs_shortest_path,code_only_v1,direct_adjudicated,False,1.0,1.0,0.0,0.315,,,,benchmark/v0.3/instances/graph/graph_bfs_shortest_path_002/instance.json,benchmark/v0.3/annotation/review_packets/code_only_v1/graph_bfs_shortest_path_002/packet.json,results/raw_metrics_strict.json
graph_bfs_shortest_path_002,graph_bfs_shortest_path,naive_concat_v1,direct_adjudicated,False,0.7,1.0,0.0,0.2725,,,,benchmark/v0.3/instances/graph/graph_bfs_shortest_path_002/instance.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/graph_bfs_shortest_path_002/packet.json,results/raw_metrics_strict.json
graph_bfs_shortest_path_002,graph_bfs_shortest_path,full_method_v1,direct_adjudicated,False,1.0,1.0,0.0,0.765,,,,benchmark/v0.3/instances/graph/graph_bfs_shortest_path_002/instance.json,benchmark/v0.3/annotation/review_packets/full_method_v1/graph_bfs_shortest_path_002/packet.json,results/raw_metrics_strict.json
graph_bfs_shortest_path_004,graph_bfs_shortest_path,text_only_v1,direct_adjudicated,False,0.5714,1.0,0.0,0.2542,,SU3,SU1|SU2|SU4|SU5,benchmark/v0.3/instances/graph/graph_bfs_shortest_path_004/instance.json,benchmark/v0.3/annotation/review_packets/text_only_v1/graph_bfs_shortest_path_001/packet.json,results/raw_metrics_strict.json
graph_bfs_shortest_path_004,graph_bfs_shortest_path,code_only_v1,direct_adjudicated,False,1.0,1.0,0.0,0.315,,SU1|SU2|SU3|SU4|SU5,,benchmark/v0.3/instances/graph/graph_bfs_shortest_path_004/instance.json,benchmark/v0.3/annotation/review_packets/code_only_v1/graph_bfs_shortest_path_001/packet.json,results/raw_metrics_strict.json
graph_bfs_shortest_path_004,graph_bfs_shortest_path,naive_concat_v1,direct_adjudicated,False,1.0,1.0,0.0,0.315,,SU1|SU2|SU3|SU4|SU5,,benchmark/v0.3/instances/graph/graph_bfs_shortest_path_004/instance.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/graph_bfs_shortest_path_001/packet.json,results/raw_metrics_strict.json
graph_bfs_shortest_path_004,graph_bfs_shortest_path,full_method_v1,direct_adjudicated,False,1.0,1.0,0.0,0.315,,SU1|SU2|SU3|SU4|SU5,,benchmark/v0.3/instances/graph/graph_bfs_shortest_path_004/instance.json,benchmark/v0.3/annotation/review_packets/full_method_v1/graph_bfs_shortest_path_001/packet.json,results/raw_metrics_strict.json
graph_bfs_shortest_path_005,graph_bfs_shortest_path,text_only_v1,direct_adjudicated,False,0.6667,1.0,0.0,0.2677,,SU3,SU1|SU2|SU4|SU5,benchmark/v0.3/instances/graph/graph_bfs_shortest_path_005/instance.json,benchmark/v0.3/annotation/review_packets/text_only_v1/graph_bfs_shortest_path_002/packet.json,results/raw_metrics_strict.json
graph_bfs_shortest_path_005,graph_bfs_shortest_path,code_only_v1,direct_adjudicated,False,1.0,1.0,0.0,0.315,,SU1|SU2|SU3|SU4|SU5,,benchmark/v0.3/instances/graph/graph_bfs_shortest_path_005/instance.json,benchmark/v0.3/annotation/review_packets/code_only_v1/graph_bfs_shortest_path_002/packet.json,results/raw_metrics_strict.json
graph_bfs_shortest_path_005,graph_bfs_shortest_path,naive_concat_v1,direct_adjudicated,False,0.7,1.0,0.0,0.2725,,SU3|SU4,SU1|SU2|SU5,benchmark/v0.3/instances/graph/graph_bfs_shortest_path_005/instance.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/graph_bfs_shortest_path_002/packet.json,results/raw_metrics_strict.json
graph_bfs_shortest_path_005,graph_bfs_shortest_path,full_method_v1,direct_adjudicated,False,1.0,1.0,0.0,0.765,,SU1|SU2|SU3|SU4|SU5,,benchmark/v0.3/instances/graph/graph_bfs_shortest_path_005/instance.json,benchmark/v0.3/annotation/review_packets/full_method_v1/graph_bfs_shortest_path_002/packet.json,results/raw_metrics_strict.json
graph_bfs_shortest_path_006,graph_bfs_shortest_path,text_only_v1,direct_adjudicated,False,0.5714,1.0,0.0,0.2542,,SU3,SU1|SU2|SU4|SU5,benchmark/v0.3/instances/graph/graph_bfs_shortest_path_006/instance.json,benchmark/v0.3/annotation/review_packets/text_only_v1/graph_bfs_shortest_path_001/packet.json,results/raw_metrics_strict.json
graph_bfs_shortest_path_007,graph_bfs_shortest_path,text_only_v1,direct_adjudicated,False,0.6667,1.0,0.0,0.2677,,SU3,SU1|SU2|SU4|SU5,benchmark/v0.3/instances/graph/graph_bfs_shortest_path_007/instance.json,benchmark/v0.3/annotation/review_packets/text_only_v1/graph_bfs_shortest_path_002/packet.json,results/raw_metrics_strict.json
graph_bfs_shortest_path_007,graph_bfs_shortest_path,naive_concat_v1,direct_adjudicated,False,0.7,1.0,0.0,0.2725,,SU3|SU4,SU1|SU2|SU5,benchmark/v0.3/instances/graph/graph_bfs_shortest_path_007/instance.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/graph_bfs_shortest_path_002/packet.json,results/raw_metrics_strict.json
graph_dijkstra_001,graph_dijkstra,text_only_v1,direct_adjudicated,False,0.9286,1.0,0.0,0.7404,,,,benchmark/v0.3/instances/graph/graph_dijkstra_001/instance.json,benchmark/v0.3/annotation/review_packets/text_only_v1/graph_dijkstra_001/packet.json,results/raw_metrics_strict.json
graph_dijkstra_001,graph_dijkstra,code_only_v1,direct_adjudicated,False,0.9167,1.0,0.0,0.7363,,,,benchmark/v0.3/instances/graph/graph_dijkstra_001/instance.json,benchmark/v0.3/annotation/review_packets/code_only_v1/graph_dijkstra_001/packet.json,results/raw_metrics_strict.json
graph_dijkstra_001,graph_dijkstra,naive_concat_v1,direct_adjudicated,False,0.9286,1.0,0.0,0.7404,,,,benchmark/v0.3/instances/graph/graph_dijkstra_001/instance.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/graph_dijkstra_001/packet.json,results/raw_metrics_strict.json
graph_dijkstra_001,graph_dijkstra,full_method_v1,direct_adjudicated,False,0.9286,1.0,0.0,0.7404,,,,benchmark/v0.3/instances/graph/graph_dijkstra_001/instance.json,benchmark/v0.3/annotation/review_packets/full_method_v1/graph_dijkstra_001/packet.json,results/raw_metrics_strict.json
graph_dijkstra_002,graph_dijkstra,text_only_v1,direct_adjudicated,False,0.9286,1.0,0.0,0.7404,,,,benchmark/v0.3/instances/graph/graph_dijkstra_002/instance.json,benchmark/v0.3/annotation/review_packets/text_only_v1/graph_dijkstra_002/packet.json,results/raw_metrics_strict.json
graph_dijkstra_002,graph_dijkstra,code_only_v1,direct_adjudicated,False,0.9167,1.0,0.0,0.7363,,,,benchmark/v0.3/instances/graph/graph_dijkstra_002/instance.json,benchmark/v0.3/annotation/review_packets/code_only_v1/graph_dijkstra_002/packet.json,results/raw_metrics_strict.json
graph_dijkstra_002,graph_dijkstra,naive_concat_v1,direct_adjudicated,False,0.9286,1.0,0.0,0.7404,,,,benchmark/v0.3/instances/graph/graph_dijkstra_002/instance.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/graph_dijkstra_002/packet.json,results/raw_metrics_strict.json
graph_dijkstra_002,graph_dijkstra,full_method_v1,direct_adjudicated,False,0.9286,1.0,0.0,0.7404,,,,benchmark/v0.3/instances/graph/graph_dijkstra_002/instance.json,benchmark/v0.3/annotation/review_packets/full_method_v1/graph_dijkstra_002/packet.json,results/raw_metrics_strict.json
graph_dijkstra_004,graph_dijkstra,text_only_v1,direct_adjudicated,False,0.9286,1.0,0.0,0.7404,,SU1|SU2|SU3|SU4|SU5|SU6,,benchmark/v0.3/instances/graph/graph_dijkstra_004/instance.json,benchmark/v0.3/annotation/review_packets/text_only_v1/graph_dijkstra_001/packet.json,results/raw_metrics_strict.json
graph_dijkstra_004,graph_dijkstra,code_only_v1,direct_adjudicated,False,0.9167,1.0,0.0,0.7363,,SU1|SU2|SU3|SU4|SU5|SU6,,benchmark/v0.3/instances/graph/graph_dijkstra_004/instance.json,benchmark/v0.3/annotation/review_packets/code_only_v1/graph_dijkstra_001/packet.json,results/raw_metrics_strict.json
graph_dijkstra_004,graph_dijkstra,naive_concat_v1,direct_adjudicated,False,0.9286,1.0,0.0,0.7404,,SU1|SU2|SU3|SU4|SU5|SU6,,benchmark/v0.3/instances/graph/graph_dijkstra_004/instance.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/graph_dijkstra_001/packet.json,results/raw_metrics_strict.json
graph_dijkstra_004,graph_dijkstra,full_method_v1,direct_adjudicated,False,0.9286,1.0,0.0,0.7404,,SU1|SU2|SU3|SU4|SU5|SU6,,benchmark/v0.3/instances/graph/graph_dijkstra_004/instance.json,benchmark/v0.3/annotation/review_packets/full_method_v1/graph_dijkstra_001/packet.json,results/raw_metrics_strict.json
graph_dijkstra_005,graph_dijkstra,text_only_v1,direct_adjudicated,False,0.9286,1.0,0.0,0.7404,,SU1|SU2|SU3|SU4|SU5|SU6,,benchmark/v0.3/instances/graph/graph_dijkstra_005/instance.json,benchmark/v0.3/annotation/review_packets/text_only_v1/graph_dijkstra_002/packet.json,results/raw_metrics_strict.json
graph_dijkstra_005,graph_dijkstra,code_only_v1,direct_adjudicated,False,0.9167,1.0,0.0,0.7363,,SU1|SU2|SU3|SU4|SU5|SU6,,benchmark/v0.3/instances/graph/graph_dijkstra_005/instance.json,benchmark/v0.3/annotation/review_packets/code_only_v1/graph_dijkstra_002/packet.json,results/raw_metrics_strict.json
graph_dijkstra_005,graph_dijkstra,naive_concat_v1,direct_adjudicated,False,0.9286,1.0,0.0,0.7404,,SU1|SU2|SU3|SU4|SU5|SU6,,benchmark/v0.3/instances/graph/graph_dijkstra_005/instance.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/graph_dijkstra_002/packet.json,results/raw_metrics_strict.json
graph_dijkstra_005,graph_dijkstra,full_method_v1,direct_adjudicated,False,0.9286,1.0,0.0,0.7404,,SU1|SU2|SU3|SU4|SU5|SU6,,benchmark/v0.3/instances/graph/graph_dijkstra_005/instance.json,benchmark/v0.3/annotation/review_packets/full_method_v1/graph_dijkstra_002/packet.json,results/raw_metrics_strict.json
graph_dijkstra_006,graph_dijkstra,text_only_v1,direct_adjudicated,False,0.9286,1.0,0.0,0.7404,,SU1|SU2|SU3|SU4|SU5|SU6,,benchmark/v0.3/instances/graph/graph_dijkstra_006/instance.json,benchmark/v0.3/annotation/review_packets/text_only_v1/graph_dijkstra_001/packet.json,results/raw_metrics_strict.json
graph_dijkstra_006,graph_dijkstra,code_only_v1,direct_adjudicated,False,0.9167,1.0,0.0,0.7363,,SU1|SU2|SU3|SU4|SU5|SU6,,benchmark/v0.3/instances/graph/graph_dijkstra_006/instance.json,benchmark/v0.3/annotation/review_packets/code_only_v1/graph_dijkstra_001/packet.json,results/raw_metrics_strict.json
graph_dijkstra_007,graph_dijkstra,code_only_v1,direct_adjudicated,False,0.9167,1.0,0.0,0.7363,,SU1|SU2|SU3|SU4|SU5|SU6,,benchmark/v0.3/instances/graph/graph_dijkstra_007/instance.json,benchmark/v0.3/annotation/review_packets/code_only_v1/graph_dijkstra_002/packet.json,results/raw_metrics_strict.json
greedy_coin_change_canonical_001,greedy_coin_change_canonical,text_only_v1,direct_adjudicated,False,0.5,0.55,0.25,0.2441,,,,benchmark/v0.3/instances/greedy/greedy_coin_change_canonical_001/instance.json,benchmark/v0.3/annotation/review_packets/text_only_v1/greedy_coin_change_canonical_001/packet.json,results/raw_metrics_strict.json
greedy_coin_change_canonical_001,greedy_coin_change_canonical,code_only_v1,direct_adjudicated,False,0.75,1.0,0.0,0.2796,,,,benchmark/v0.3/instances/greedy/greedy_coin_change_canonical_001/instance.json,benchmark/v0.3/annotation/review_packets/code_only_v1/greedy_coin_change_canonical_001/packet.json,results/raw_metrics_strict.json
greedy_coin_change_canonical_001,greedy_coin_change_canonical,naive_concat_v1,direct_adjudicated,False,0.5,0.55,0.0833,0.2441,,,,benchmark/v0.3/instances/greedy/greedy_coin_change_canonical_001/instance.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/greedy_coin_change_canonical_001/packet.json,results/raw_metrics_strict.json
greedy_coin_change_canonical_001,greedy_coin_change_canonical,full_method_v1,direct_adjudicated,False,0.8,1.0,0.0,0.2867,,,,benchmark/v0.3/instances/greedy/greedy_coin_change_canonical_001/instance.json,benchmark/v0.3/annotation/review_packets/full_method_v1/greedy_coin_change_canonical_001/packet.json,results/raw_metrics_strict.json
greedy_coin_change_canonical_002,greedy_coin_change_canonical,text_only_v1,direct_adjudicated,False,0.5714,1.0,0.0,0.2542,,,,benchmark/v0.3/instances/greedy/greedy_coin_change_canonical_002/instance.json,benchmark/v0.3/annotation/review_packets/text_only_v1/greedy_coin_change_canonical_002/packet.json,results/raw_metrics_strict.json
greedy_coin_change_canonical_002,greedy_coin_change_canonical,code_only_v1,direct_adjudicated,False,0.75,1.0,0.0,0.2796,,,,benchmark/v0.3/instances/greedy/greedy_coin_change_canonical_002/instance.json,benchmark/v0.3/annotation/review_packets/code_only_v1/greedy_coin_change_canonical_002/packet.json,results/raw_metrics_strict.json
greedy_coin_change_canonical_002,greedy_coin_change_canonical,naive_concat_v1,direct_adjudicated,False,0.5833,1.0,0.0,0.2559,,,,benchmark/v0.3/instances/greedy/greedy_coin_change_canonical_002/instance.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/greedy_coin_change_canonical_002/packet.json,results/raw_metrics_strict.json
greedy_coin_change_canonical_002,greedy_coin_change_canonical,full_method_v1,direct_adjudicated,False,0.75,1.0,0.0,0.6789,,,,benchmark/v0.3/instances/greedy/greedy_coin_change_canonical_002/instance.json,benchmark/v0.3/annotation/review_packets/full_method_v1/greedy_coin_change_canonical_002/packet.json,results/raw_metrics_strict.json
greedy_coin_change_canonical_004,greedy_coin_change_canonical,text_only_v1,direct_adjudicated,False,0.5,0.55,0.25,0.2441,,,SU1|SU3|SU4,benchmark/v0.3/instances/greedy/greedy_coin_change_canonical_004/instance.json,benchmark/v0.3/annotation/review_packets/text_only_v1/greedy_coin_change_canonical_001/packet.json,results/raw_metrics_strict.json
greedy_coin_change_canonical_004,greedy_coin_change_canonical,code_only_v1,direct_adjudicated,False,0.75,1.0,0.0,0.2796,,SU1|SU3|SU4,,benchmark/v0.3/instances/greedy/greedy_coin_change_canonical_004/instance.json,benchmark/v0.3/annotation/review_packets/code_only_v1/greedy_coin_change_canonical_001/packet.json,results/raw_metrics_strict.json
greedy_coin_change_canonical_004,greedy_coin_change_canonical,naive_concat_v1,direct_adjudicated,False,0.5,0.55,0.0833,0.2441,,,SU1|SU3|SU4,benchmark/v0.3/instances/greedy/greedy_coin_change_canonical_004/instance.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/greedy_coin_change_canonical_001/packet.json,results/raw_metrics_strict.json
greedy_coin_change_canonical_005,greedy_coin_change_canonical,text_only_v1,direct_adjudicated,False,0.5714,1.0,0.0,0.2542,,SU1,SU3|SU4,benchmark/v0.3/instances/greedy/greedy_coin_change_canonical_005/instance.json,benchmark/v0.3/annotation/review_packets/text_only_v1/greedy_coin_change_canonical_002/packet.json,results/raw_metrics_strict.json
greedy_coin_change_canonical_005,greedy_coin_change_canonical,code_only_v1,direct_adjudicated,False,0.75,1.0,0.0,0.2796,,SU1|SU3|SU4,,benchmark/v0.3/instances/greedy/greedy_coin_change_canonical_005/instance.json,benchmark/v0.3/annotation/review_packets/code_only_v1/greedy_coin_change_canonical_002/packet.json,results/raw_metrics_strict.json
greedy_coin_change_canonical_005,greedy_coin_change_canonical,naive_concat_v1,direct_adjudicated,False,0.5833,1.0,0.0,0.2559,,SU1|SU3|SU4,,benchmark/v0.3/instances/greedy/greedy_coin_change_canonical_005/instance.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/greedy_coin_change_canonical_002/packet.json,results/raw_metrics_strict.json
greedy_coin_change_canonical_005,greedy_coin_change_canonical,full_method_v1,direct_adjudicated,False,0.75,1.0,0.0,0.6789,,SU1|SU3|SU4,,benchmark/v0.3/instances/greedy/greedy_coin_change_canonical_005/instance.json,benchmark/v0.3/annotation/review_packets/full_method_v1/greedy_coin_change_canonical_002/packet.json,results/raw_metrics_strict.json
greedy_coin_change_canonical_006,greedy_coin_change_canonical,text_only_v1,direct_adjudicated,False,0.5,0.55,0.25,0.2441,,,SU1|SU3|SU4,benchmark/v0.3/instances/greedy/greedy_coin_change_canonical_006/instance.json,benchmark/v0.3/annotation/review_packets/text_only_v1/greedy_coin_change_canonical_001/packet.json,results/raw_metrics_strict.json
greedy_coin_change_canonical_006,greedy_coin_change_canonical,naive_concat_v1,direct_adjudicated,False,0.5,0.55,0.0833,0.2441,,,SU1|SU3|SU4,benchmark/v0.3/instances/greedy/greedy_coin_change_canonical_006/instance.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/greedy_coin_change_canonical_001/packet.json,results/raw_metrics_strict.json
greedy_coin_change_canonical_007,greedy_coin_change_canonical,text_only_v1,direct_adjudicated,False,0.5714,1.0,0.0,0.2542,,SU1,SU3|SU4,benchmark/v0.3/instances/greedy/greedy_coin_change_canonical_007/instance.json,benchmark/v0.3/annotation/review_packets/text_only_v1/greedy_coin_change_canonical_002/packet.json,results/raw_metrics_strict.json
greedy_coin_change_canonical_007,greedy_coin_change_canonical,naive_concat_v1,direct_adjudicated,False,0.5833,1.0,0.0,0.2559,,SU1|SU3|SU4,,benchmark/v0.3/instances/greedy/greedy_coin_change_canonical_007/instance.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/greedy_coin_change_canonical_002/packet.json,results/raw_metrics_strict.json
greedy_interval_scheduling_001,greedy_interval_scheduling,text_only_v1,direct_adjudicated,False,0.5455,1.0,0.0909,0.2506,,,,benchmark/v0.3/instances/greedy/greedy_interval_scheduling_001/instance.json,benchmark/v0.3/annotation/review_packets/text_only_v1/greedy_interval_scheduling_001/packet.json,results/raw_metrics_strict.json
greedy_interval_scheduling_001,greedy_interval_scheduling,code_only_v1,direct_adjudicated,False,0.75,1.0,0.0,0.2796,,,,benchmark/v0.3/instances/greedy/greedy_interval_scheduling_001/instance.json,benchmark/v0.3/annotation/review_packets/code_only_v1/greedy_interval_scheduling_001/packet.json,results/raw_metrics_strict.json
greedy_interval_scheduling_001,greedy_interval_scheduling,naive_concat_v1,direct_adjudicated,False,0.875,1.0,0.0,0.2973,,,,benchmark/v0.3/instances/greedy/greedy_interval_scheduling_001/instance.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/greedy_interval_scheduling_001/packet.json,results/raw_metrics_strict.json
greedy_interval_scheduling_001,greedy_interval_scheduling,full_method_v1,direct_adjudicated,False,0.8,1.0,0.0,0.6962,,,,benchmark/v0.3/instances/greedy/greedy_interval_scheduling_001/instance.json,benchmark/v0.3/annotation/review_packets/full_method_v1/greedy_interval_scheduling_001/packet.json,results/raw_metrics_strict.json
