instance_id,family,domain,split,system,faithfulness_mean,code_consistency_mean,vacuity_rate,proof_utility_mean,contradiction_flag,missing_critical_units,failure_mode_label,annotation_origin,source_template_id,repair_subset
greedy_coin_change_canonical_001,greedy_coin_change_canonical,greedy,dev,code_only_v1,0.7500,1.0000,0.0000,0.2796,false,0,,direct_adjudicated,greedy_coin_change_canonical_001,no
greedy_coin_change_canonical_001,greedy_coin_change_canonical,greedy,dev,full_method_v1,0.8000,1.0000,0.0000,0.2867,false,0,,direct_adjudicated,greedy_coin_change_canonical_001,no
greedy_coin_change_canonical_001,greedy_coin_change_canonical,greedy,dev,naive_concat_v1,0.5000,0.5500,0.0833,0.2441,false,3,,direct_adjudicated,greedy_coin_change_canonical_001,no
greedy_coin_change_canonical_001,greedy_coin_change_canonical,greedy,dev,text_only_v1,0.5000,0.5500,0.2500,0.2441,false,3,,direct_adjudicated,greedy_coin_change_canonical_001,no
greedy_coin_change_canonical_002,greedy_coin_change_canonical,greedy,dev,code_only_v1,0.7500,1.0000,0.0000,0.2796,false,0,,direct_adjudicated,greedy_coin_change_canonical_002,no
greedy_coin_change_canonical_002,greedy_coin_change_canonical,greedy,dev,full_method_v1,0.7500,1.0000,0.0000,0.6789,false,0,,direct_adjudicated,greedy_coin_change_canonical_002,no
greedy_coin_change_canonical_002,greedy_coin_change_canonical,greedy,dev,naive_concat_v1,0.5833,1.0000,0.0000,0.2559,false,0,,direct_adjudicated,greedy_coin_change_canonical_002,no
greedy_coin_change_canonical_002,greedy_coin_change_canonical,greedy,dev,text_only_v1,0.5714,1.0000,0.0000,0.2542,false,2,,direct_adjudicated,greedy_coin_change_canonical_002,no
greedy_coin_change_canonical_003,greedy_coin_change_canonical,greedy,dev,code_only_v1,0.7500,1.0000,0.0000,0.2796,false,0,,direct_adjudicated,greedy_coin_change_canonical_001,no
greedy_coin_change_canonical_003,greedy_coin_change_canonical,greedy,dev,full_method_v1,0.8000,1.0000,0.0000,0.2867,false,0,,direct_adjudicated,greedy_coin_change_canonical_001,no
greedy_coin_change_canonical_003,greedy_coin_change_canonical,greedy,dev,naive_concat_v1,0.5000,0.5500,0.0833,0.2441,false,3,,direct_adjudicated,greedy_coin_change_canonical_001,no
greedy_coin_change_canonical_003,greedy_coin_change_canonical,greedy,dev,text_only_v1,0.5000,0.5500,0.2500,0.2441,false,3,,direct_adjudicated,greedy_coin_change_canonical_001,no
greedy_coin_change_canonical_004,greedy_coin_change_canonical,greedy,eval,code_only_v1,0.7500,1.0000,0.0000,0.2796,false,0,,direct_adjudicated,greedy_coin_change_canonical_001,no
greedy_coin_change_canonical_004,greedy_coin_change_canonical,greedy,eval,naive_concat_v1,0.5000,0.5500,0.0833,0.2441,false,3,,direct_adjudicated,greedy_coin_change_canonical_001,yes
greedy_coin_change_canonical_004,greedy_coin_change_canonical,greedy,eval,text_only_v1,0.5000,0.5500,0.2500,0.2441,false,3,,direct_adjudicated,greedy_coin_change_canonical_001,yes
greedy_coin_change_canonical_005,greedy_coin_change_canonical,greedy,eval,code_only_v1,0.7500,1.0000,0.0000,0.2796,false,0,,direct_adjudicated,greedy_coin_change_canonical_002,no
greedy_coin_change_canonical_005,greedy_coin_change_canonical,greedy,eval,full_method_v1,0.7500,1.0000,0.0000,0.6789,false,0,,direct_adjudicated,greedy_coin_change_canonical_002,no
greedy_coin_change_canonical_005,greedy_coin_change_canonical,greedy,eval,naive_concat_v1,0.5833,1.0000,0.0000,0.2559,false,0,,direct_adjudicated,greedy_coin_change_canonical_002,no
greedy_coin_change_canonical_005,greedy_coin_change_canonical,greedy,eval,text_only_v1,0.5714,1.0000,0.0000,0.2542,false,2,,direct_adjudicated,greedy_coin_change_canonical_002,no
greedy_coin_change_canonical_006,greedy_coin_change_canonical,greedy,eval,naive_concat_v1,0.5000,0.5500,0.0833,0.2441,false,3,,direct_adjudicated,greedy_coin_change_canonical_001,yes
greedy_coin_change_canonical_006,greedy_coin_change_canonical,greedy,eval,text_only_v1,0.5000,0.5500,0.2500,0.2441,false,3,,direct_adjudicated,greedy_coin_change_canonical_001,yes
greedy_coin_change_canonical_007,greedy_coin_change_canonical,greedy,eval,naive_concat_v1,0.5833,1.0000,0.0000,0.2559,false,0,,direct_adjudicated,greedy_coin_change_canonical_002,no
greedy_coin_change_canonical_007,greedy_coin_change_canonical,greedy,eval,text_only_v1,0.5714,1.0000,0.0000,0.2542,false,2,,direct_adjudicated,greedy_coin_change_canonical_002,no
greedy_interval_scheduling_001,greedy_interval_scheduling,greedy,dev,code_only_v1,0.7500,1.0000,0.0000,0.2796,false,1,,direct_adjudicated,greedy_interval_scheduling_001,no
greedy_interval_scheduling_001,greedy_interval_scheduling,greedy,dev,full_method_v1,0.8000,1.0000,0.0000,0.6962,false,0,,direct_adjudicated,greedy_interval_scheduling_001,no
greedy_interval_scheduling_001,greedy_interval_scheduling,greedy,dev,naive_concat_v1,0.8750,1.0000,0.0000,0.2973,false,0,,direct_adjudicated,greedy_interval_scheduling_001,no
greedy_interval_scheduling_001,greedy_interval_scheduling,greedy,dev,text_only_v1,0.5455,1.0000,0.0909,0.2506,false,2,,direct_adjudicated,greedy_interval_scheduling_001,no
greedy_interval_scheduling_002,greedy_interval_scheduling,greedy,dev,code_only_v1,0.7500,1.0000,0.0000,0.2796,false,1,,direct_adjudicated,greedy_interval_scheduling_002,no
greedy_interval_scheduling_002,greedy_interval_scheduling,greedy,dev,full_method_v1,0.7500,1.0000,0.0000,0.6789,false,0,,direct_adjudicated,greedy_interval_scheduling_002,no
greedy_interval_scheduling_002,greedy_interval_scheduling,greedy,dev,naive_concat_v1,0.5667,1.0000,0.0000,0.2536,false,1,,direct_adjudicated,greedy_interval_scheduling_002,no
greedy_interval_scheduling_002,greedy_interval_scheduling,greedy,dev,text_only_v1,0.5455,1.0000,0.0909,0.2506,false,2,,direct_adjudicated,greedy_interval_scheduling_002,no
greedy_interval_scheduling_003,greedy_interval_scheduling,greedy,dev,code_only_v1,0.7500,1.0000,0.0000,0.2796,false,1,,direct_adjudicated,greedy_interval_scheduling_001,no
greedy_interval_scheduling_003,greedy_interval_scheduling,greedy,dev,full_method_v1,0.8000,1.0000,0.0000,0.6962,false,0,,direct_adjudicated,greedy_interval_scheduling_001,no
greedy_interval_scheduling_003,greedy_interval_scheduling,greedy,dev,naive_concat_v1,0.8750,1.0000,0.0000,0.2973,false,0,,direct_adjudicated,greedy_interval_scheduling_001,no
greedy_interval_scheduling_003,greedy_interval_scheduling,greedy,dev,text_only_v1,0.5455,1.0000,0.0909,0.2506,false,2,,direct_adjudicated,greedy_interval_scheduling_001,no
greedy_interval_scheduling_004,greedy_interval_scheduling,greedy,eval,code_only_v1,0.7500,1.0000,0.0000,0.2796,false,1,,direct_adjudicated,greedy_interval_scheduling_001,no
greedy_interval_scheduling_004,greedy_interval_scheduling,greedy,eval,text_only_v1,0.5455,1.0000,0.0909,0.2506,false,2,,direct_adjudicated,greedy_interval_scheduling_001,no
greedy_interval_scheduling_005,greedy_interval_scheduling,greedy,eval,code_only_v1,0.7500,1.0000,0.0000,0.2796,false,1,,direct_adjudicated,greedy_interval_scheduling_002,no
greedy_interval_scheduling_005,greedy_interval_scheduling,greedy,eval,full_method_v1,0.7500,1.0000,0.0000,0.6789,false,0,,direct_adjudicated,greedy_interval_scheduling_002,no
greedy_interval_scheduling_005,greedy_interval_scheduling,greedy,eval,naive_concat_v1,0.5667,1.0000,0.0000,0.2536,false,1,,direct_adjudicated,greedy_interval_scheduling_002,no
greedy_interval_scheduling_005,greedy_interval_scheduling,greedy,eval,text_only_v1,0.5455,1.0000,0.0909,0.2506,false,2,,direct_adjudicated,greedy_interval_scheduling_002,no
greedy_interval_scheduling_006,greedy_interval_scheduling,greedy,eval,code_only_v1,0.7500,1.0000,0.0000,0.2796,false,1,,direct_adjudicated,greedy_interval_scheduling_001,no
greedy_interval_scheduling_006,greedy_interval_scheduling,greedy,eval,text_only_v1,0.5455,1.0000,0.0909,0.2506,false,2,,direct_adjudicated,greedy_interval_scheduling_001,no
greedy_interval_scheduling_007,greedy_interval_scheduling,greedy,eval,code_only_v1,0.7500,1.0000,0.0000,0.2796,false,1,,direct_adjudicated,greedy_interval_scheduling_002,no
greedy_interval_scheduling_007,greedy_interval_scheduling,greedy,eval,naive_concat_v1,0.5667,1.0000,0.0000,0.2536,false,1,,direct_adjudicated,greedy_interval_scheduling_002,no
greedy_interval_scheduling_007,greedy_interval_scheduling,greedy,eval,text_only_v1,0.5455,1.0000,0.0909,0.2506,false,2,,direct_adjudicated,greedy_interval_scheduling_002,no
sorting_insertion_sort_001,sorting_insertion_sort,sorting,dev,code_only_v1,0.8333,1.0000,0.0000,0.2914,false,0,,direct_adjudicated,sorting_insertion_sort_001,no
sorting_insertion_sort_001,sorting_insertion_sort,sorting,dev,full_method_v1,0.8333,1.0000,0.0000,0.7076,false,0,,direct_adjudicated,sorting_insertion_sort_001,no
sorting_insertion_sort_001,sorting_insertion_sort,sorting,dev,naive_concat_v1,0.7778,1.0000,0.1111,0.2835,false,1,,direct_adjudicated,sorting_insertion_sort_001,no
sorting_insertion_sort_002,sorting_insertion_sort,sorting,dev,code_only_v1,0.8333,1.0000,0.0000,0.2914,false,0,,direct_adjudicated,sorting_insertion_sort_002,no
sorting_insertion_sort_002,sorting_insertion_sort,sorting,dev,full_method_v1,0.8333,1.0000,0.0000,0.7076,false,0,,direct_adjudicated,sorting_insertion_sort_002,no
sorting_insertion_sort_002,sorting_insertion_sort,sorting,dev,naive_concat_v1,0.8182,1.0000,0.0909,0.2892,false,1,,direct_adjudicated,sorting_insertion_sort_002,no
sorting_insertion_sort_002,sorting_insertion_sort,sorting,dev,text_only_v1,1.0000,1.0000,0.0000,0.3150,false,1,,direct_adjudicated,sorting_insertion_sort_002,no
sorting_insertion_sort_003,sorting_insertion_sort,sorting,dev,code_only_v1,0.8333,1.0000,0.0000,0.2914,false,0,,direct_adjudicated,sorting_insertion_sort_001,no
sorting_insertion_sort_003,sorting_insertion_sort,sorting,dev,full_method_v1,0.8333,1.0000,0.0000,0.7076,false,0,,direct_adjudicated,sorting_insertion_sort_001,no
sorting_insertion_sort_003,sorting_insertion_sort,sorting,dev,naive_concat_v1,0.7778,1.0000,0.1111,0.2835,false,1,,direct_adjudicated,sorting_insertion_sort_001,no
sorting_insertion_sort_003,sorting_insertion_sort,sorting,dev,text_only_v1,1.0000,1.0000,0.0000,0.3150,false,1,,direct_adjudicated,sorting_insertion_sort_002,no
sorting_insertion_sort_004,sorting_insertion_sort,sorting,eval,code_only_v1,0.8333,1.0000,0.0000,0.2914,false,0,,direct_adjudicated,sorting_insertion_sort_001,no
sorting_insertion_sort_004,sorting_insertion_sort,sorting,eval,full_method_v1,0.8333,1.0000,0.0000,0.7076,false,0,,direct_adjudicated,sorting_insertion_sort_001,no
sorting_insertion_sort_004,sorting_insertion_sort,sorting,eval,naive_concat_v1,0.7778,1.0000,0.1111,0.2835,false,1,,direct_adjudicated,sorting_insertion_sort_001,no
sorting_insertion_sort_004,sorting_insertion_sort,sorting,eval,text_only_v1,1.0000,1.0000,0.0000,0.3150,false,1,,direct_adjudicated,sorting_insertion_sort_002,no
sorting_insertion_sort_005,sorting_insertion_sort,sorting,eval,naive_concat_v1,0.8182,1.0000,0.0909,0.2892,false,1,,direct_adjudicated,sorting_insertion_sort_002,no
sorting_insertion_sort_005,sorting_insertion_sort,sorting,eval,text_only_v1,1.0000,1.0000,0.0000,0.3150,false,1,,direct_adjudicated,sorting_insertion_sort_002,no
sorting_insertion_sort_006,sorting_insertion_sort,sorting,eval,naive_concat_v1,0.7778,1.0000,0.1111,0.2835,false,1,,direct_adjudicated,sorting_insertion_sort_001,no
sorting_insertion_sort_006,sorting_insertion_sort,sorting,eval,text_only_v1,1.0000,1.0000,0.0000,0.3150,false,1,,direct_adjudicated,sorting_insertion_sort_002,no
sorting_insertion_sort_007,sorting_insertion_sort,sorting,eval,naive_concat_v1,0.8182,1.0000,0.0909,0.2892,false,1,,direct_adjudicated,sorting_insertion_sort_002,no
sorting_insertion_sort_007,sorting_insertion_sort,sorting,eval,text_only_v1,1.0000,1.0000,0.0000,0.3150,false,1,,direct_adjudicated,sorting_insertion_sort_002,no
sorting_merge_sort_001,sorting_merge_sort,sorting,dev,code_only_v1,1.0000,1.0000,0.0000,0.3150,false,0,,direct_adjudicated,sorting_merge_sort_001,no
sorting_merge_sort_001,sorting_merge_sort,sorting,dev,full_method_v1,1.0000,1.0000,0.0000,0.7650,false,0,,direct_adjudicated,sorting_merge_sort_001,no
sorting_merge_sort_001,sorting_merge_sort,sorting,dev,naive_concat_v1,1.0000,1.0000,0.0000,0.3150,false,0,,direct_adjudicated,sorting_merge_sort_001,no
sorting_merge_sort_001,sorting_merge_sort,sorting,dev,text_only_v1,1.0000,1.0000,0.0000,0.3150,false,2,,direct_adjudicated,sorting_merge_sort_001,no
sorting_merge_sort_002,sorting_merge_sort,sorting,dev,code_only_v1,1.0000,1.0000,0.0000,0.3150,false,0,,direct_adjudicated,sorting_merge_sort_002,no
sorting_merge_sort_002,sorting_merge_sort,sorting,dev,full_method_v1,1.0000,1.0000,0.0000,0.7650,false,0,,direct_adjudicated,sorting_merge_sort_002,no
sorting_merge_sort_002,sorting_merge_sort,sorting,dev,naive_concat_v1,0.9545,1.0000,0.0000,0.3086,false,2,,direct_adjudicated,sorting_merge_sort_002,no
sorting_merge_sort_002,sorting_merge_sort,sorting,dev,text_only_v1,0.5833,1.0000,0.0000,0.2559,false,2,,direct_adjudicated,sorting_merge_sort_002,no
sorting_merge_sort_003,sorting_merge_sort,sorting,dev,code_only_v1,1.0000,1.0000,0.0000,0.3150,false,0,,direct_adjudicated,sorting_merge_sort_001,no
sorting_merge_sort_003,sorting_merge_sort,sorting,dev,full_method_v1,1.0000,1.0000,0.0000,0.7650,false,0,,direct_adjudicated,sorting_merge_sort_001,no
sorting_merge_sort_003,sorting_merge_sort,sorting,dev,naive_concat_v1,1.0000,1.0000,0.0000,0.3150,false,0,,direct_adjudicated,sorting_merge_sort_001,no
sorting_merge_sort_003,sorting_merge_sort,sorting,dev,text_only_v1,1.0000,1.0000,0.0000,0.3150,false,2,,direct_adjudicated,sorting_merge_sort_001,no
sorting_merge_sort_004,sorting_merge_sort,sorting,eval,code_only_v1,1.0000,1.0000,0.0000,0.3150,false,0,,direct_adjudicated,sorting_merge_sort_001,no
sorting_merge_sort_004,sorting_merge_sort,sorting,eval,full_method_v1,1.0000,1.0000,0.0000,0.7650,false,0,,direct_adjudicated,sorting_merge_sort_001,no
sorting_merge_sort_004,sorting_merge_sort,sorting,eval,naive_concat_v1,1.0000,1.0000,0.0000,0.3150,false,0,,direct_adjudicated,sorting_merge_sort_001,no
sorting_merge_sort_004,sorting_merge_sort,sorting,eval,text_only_v1,1.0000,1.0000,0.0000,0.3150,false,2,,direct_adjudicated,sorting_merge_sort_001,no
sorting_merge_sort_005,sorting_merge_sort,sorting,eval,code_only_v1,1.0000,1.0000,0.0000,0.3150,false,0,,direct_adjudicated,sorting_merge_sort_002,no
sorting_merge_sort_005,sorting_merge_sort,sorting,eval,naive_concat_v1,0.9545,1.0000,0.0000,0.3086,false,2,,direct_adjudicated,sorting_merge_sort_002,no
sorting_merge_sort_005,sorting_merge_sort,sorting,eval,text_only_v1,0.5833,1.0000,0.0000,0.2559,false,2,,direct_adjudicated,sorting_merge_sort_002,no
sorting_merge_sort_006,sorting_merge_sort,sorting,eval,text_only_v1,1.0000,1.0000,0.0000,0.3150,false,2,,direct_adjudicated,sorting_merge_sort_001,no
sorting_merge_sort_007,sorting_merge_sort,sorting,eval,naive_concat_v1,0.9545,1.0000,0.0000,0.3086,false,2,,direct_adjudicated,sorting_merge_sort_002,no
sorting_merge_sort_007,sorting_merge_sort,sorting,eval,text_only_v1,0.5833,1.0000,0.0000,0.2559,false,2,,direct_adjudicated,sorting_merge_sort_002,no
trees_bst_insert_001,trees_bst_insert,trees,dev,code_only_v1,0.9000,1.0000,0.0000,0.3008,false,0,,direct_adjudicated,trees_bst_insert_001,no
trees_bst_insert_001,trees_bst_insert,trees,dev,full_method_v1,1.0000,1.0000,0.0000,0.7650,false,0,,direct_adjudicated,trees_bst_insert_001,no
trees_bst_insert_001,trees_bst_insert,trees,dev,naive_concat_v1,0.8750,1.0000,0.0000,0.2973,false,0,,direct_adjudicated,trees_bst_insert_001,no
trees_bst_insert_001,trees_bst_insert,trees,dev,text_only_v1,0.5455,1.0000,0.0000,0.2506,false,2,,direct_adjudicated,trees_bst_insert_001,no
trees_bst_insert_002,trees_bst_insert,trees,dev,code_only_v1,1.0000,1.0000,0.0000,0.3150,false,0,,direct_adjudicated,trees_bst_insert_002,no
trees_bst_insert_002,trees_bst_insert,trees,dev,full_method_v1,0.9000,1.0000,0.0000,0.7306,false,0,,direct_adjudicated,trees_bst_insert_002,no
trees_bst_insert_002,trees_bst_insert,trees,dev,naive_concat_v1,0.7000,1.0000,0.0000,0.2725,false,1,,direct_adjudicated,trees_bst_insert_002,no
trees_bst_insert_002,trees_bst_insert,trees,dev,text_only_v1,0.6111,1.0000,0.0000,0.2599,false,2,,direct_adjudicated,trees_bst_insert_002,no
trees_bst_insert_003,trees_bst_insert,trees,dev,code_only_v1,0.9000,1.0000,0.0000,0.3008,false,0,,direct_adjudicated,trees_bst_insert_001,no
trees_bst_insert_003,trees_bst_insert,trees,dev,full_method_v1,1.0000,1.0000,0.0000,0.7650,false,0,,direct_adjudicated,trees_bst_insert_001,no
trees_bst_insert_003,trees_bst_insert,trees,dev,naive_concat_v1,0.8750,1.0000,0.0000,0.2973,false,0,,direct_adjudicated,trees_bst_insert_001,no
trees_bst_insert_003,trees_bst_insert,trees,dev,text_only_v1,0.5455,1.0000,0.0000,0.2506,false,2,,direct_adjudicated,trees_bst_insert_001,no
trees_bst_insert_004,trees_bst_insert,trees,eval,code_only_v1,0.9000,1.0000,0.0000,0.3008,false,0,,direct_adjudicated,trees_bst_insert_001,no
trees_bst_insert_004,trees_bst_insert,trees,eval,naive_concat_v1,0.8750,1.0000,0.0000,0.2973,false,0,,direct_adjudicated,trees_bst_insert_001,no
trees_bst_insert_004,trees_bst_insert,trees,eval,text_only_v1,0.5455,1.0000,0.0000,0.2506,false,2,,direct_adjudicated,trees_bst_insert_001,no
trees_bst_insert_005,trees_bst_insert,trees,eval,full_method_v1,0.9000,1.0000,0.0000,0.7306,false,0,,direct_adjudicated,trees_bst_insert_002,no
trees_bst_insert_005,trees_bst_insert,trees,eval,naive_concat_v1,0.7000,1.0000,0.0000,0.2725,false,1,,direct_adjudicated,trees_bst_insert_002,no
trees_bst_insert_005,trees_bst_insert,trees,eval,text_only_v1,0.6111,1.0000,0.0000,0.2599,false,2,,direct_adjudicated,trees_bst_insert_002,no
trees_bst_insert_006,trees_bst_insert,trees,eval,naive_concat_v1,0.8750,1.0000,0.0000,0.2973,false,0,,direct_adjudicated,trees_bst_insert_001,no
trees_bst_insert_006,trees_bst_insert,trees,eval,text_only_v1,0.5455,1.0000,0.0000,0.2506,false,2,,direct_adjudicated,trees_bst_insert_001,no
trees_bst_insert_007,trees_bst_insert,trees,eval,naive_concat_v1,0.7000,1.0000,0.0000,0.2725,false,1,,direct_adjudicated,trees_bst_insert_002,no
trees_bst_insert_007,trees_bst_insert,trees,eval,text_only_v1,0.6111,1.0000,0.0000,0.2599,false,2,,direct_adjudicated,trees_bst_insert_002,no
trees_lowest_common_ancestor_001,trees_lowest_common_ancestor,trees,dev,code_only_v1,0.8333,1.0000,0.0000,0.2914,false,0,,direct_adjudicated,trees_lowest_common_ancestor_001,no
trees_lowest_common_ancestor_001,trees_lowest_common_ancestor,trees,dev,full_method_v1,0.6667,1.0000,0.0000,0.6502,false,3,,direct_adjudicated,trees_lowest_common_ancestor_001,no
trees_lowest_common_ancestor_001,trees_lowest_common_ancestor,trees,dev,naive_concat_v1,0.5833,1.0000,0.0000,0.2559,false,2,,direct_adjudicated,trees_lowest_common_ancestor_001,no
trees_lowest_common_ancestor_001,trees_lowest_common_ancestor,trees,dev,text_only_v1,0.5909,1.0000,0.0000,0.2570,false,3,,direct_adjudicated,trees_lowest_common_ancestor_001,no
trees_lowest_common_ancestor_002,trees_lowest_common_ancestor,trees,dev,code_only_v1,0.8333,1.0000,0.0000,0.2914,false,0,,direct_adjudicated,trees_lowest_common_ancestor_002,no
trees_lowest_common_ancestor_002,trees_lowest_common_ancestor,trees,dev,full_method_v1,0.6667,1.0000,0.0000,0.6502,false,3,,direct_adjudicated,trees_lowest_common_ancestor_002,no
trees_lowest_common_ancestor_002,trees_lowest_common_ancestor,trees,dev,naive_concat_v1,0.6667,1.0000,0.0000,0.2677,false,1,,direct_adjudicated,trees_lowest_common_ancestor_002,no
trees_lowest_common_ancestor_002,trees_lowest_common_ancestor,trees,dev,text_only_v1,0.5000,1.0000,0.0000,0.2441,false,4,,direct_adjudicated,trees_lowest_common_ancestor_002,no
trees_lowest_common_ancestor_003,trees_lowest_common_ancestor,trees,dev,code_only_v1,0.8333,1.0000,0.0000,0.2914,false,0,,direct_adjudicated,trees_lowest_common_ancestor_001,no
trees_lowest_common_ancestor_003,trees_lowest_common_ancestor,trees,dev,full_method_v1,0.6667,1.0000,0.0000,0.6502,false,3,,direct_adjudicated,trees_lowest_common_ancestor_001,no
trees_lowest_common_ancestor_003,trees_lowest_common_ancestor,trees,dev,naive_concat_v1,0.5833,1.0000,0.0000,0.2559,false,2,,direct_adjudicated,trees_lowest_common_ancestor_001,no
trees_lowest_common_ancestor_003,trees_lowest_common_ancestor,trees,dev,text_only_v1,0.5909,1.0000,0.0000,0.2570,false,3,,direct_adjudicated,trees_lowest_common_ancestor_001,no
trees_lowest_common_ancestor_004,trees_lowest_common_ancestor,trees,eval,code_only_v1,0.8333,1.0000,0.0000,0.2914,false,0,,direct_adjudicated,trees_lowest_common_ancestor_001,no
trees_lowest_common_ancestor_004,trees_lowest_common_ancestor,trees,eval,full_method_v1,0.6667,1.0000,0.0000,0.6502,false,3,,direct_adjudicated,trees_lowest_common_ancestor_001,no
trees_lowest_common_ancestor_004,trees_lowest_common_ancestor,trees,eval,naive_concat_v1,0.5833,1.0000,0.0000,0.2559,false,2,,direct_adjudicated,trees_lowest_common_ancestor_001,no
trees_lowest_common_ancestor_004,trees_lowest_common_ancestor,trees,eval,text_only_v1,0.5909,1.0000,0.0000,0.2570,false,3,,direct_adjudicated,trees_lowest_common_ancestor_001,no
trees_lowest_common_ancestor_005,trees_lowest_common_ancestor,trees,eval,naive_concat_v1,0.6667,1.0000,0.0000,0.2677,false,1,,direct_adjudicated,trees_lowest_common_ancestor_002,no
trees_lowest_common_ancestor_005,trees_lowest_common_ancestor,trees,eval,text_only_v1,0.5000,1.0000,0.0000,0.2441,false,4,,direct_adjudicated,trees_lowest_common_ancestor_002,yes
trees_lowest_common_ancestor_006,trees_lowest_common_ancestor,trees,eval,naive_concat_v1,0.5833,1.0000,0.0000,0.2559,false,2,,direct_adjudicated,trees_lowest_common_ancestor_001,no
trees_lowest_common_ancestor_006,trees_lowest_common_ancestor,trees,eval,text_only_v1,0.5909,1.0000,0.0000,0.2570,false,3,,direct_adjudicated,trees_lowest_common_ancestor_001,no
trees_lowest_common_ancestor_007,trees_lowest_common_ancestor,trees,eval,naive_concat_v1,0.6667,1.0000,0.0000,0.2677,false,1,,direct_adjudicated,trees_lowest_common_ancestor_002,no
trees_lowest_common_ancestor_007,trees_lowest_common_ancestor,trees,eval,text_only_v1,0.5000,1.0000,0.0000,0.2441,false,4,,direct_adjudicated,trees_lowest_common_ancestor_002,yes
